title,artist,release_date,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,lyrics,sentiment
Hot N Cold,Katy Perry,2008,0.706,0.841,7,-3.956,1,7.95e-05,0.0,0.0688,0.861,132.032,220227,"Hot N Cold Lyrics[Verse 1]
You change your mind like a girl changes clothes
Yeah, you PMS like a bitch, I would know
And you overthink, always speak cryptically
I should know that you're no good for me

[Chorus]
'Cause you're hot, then you're cold
You're yes, then you're no
You're in, then you're out
You're up, then you're down
You're wrong when it's right
It's black and it's white
We fight, we break up
We kiss, we make up
[Post-Chorus]
(You) You don't really wanna stay, no
(You) But you don't really wanna go, oh
You're hot, then you're cold
You're yes, then you're no
You're in, then you're out
You're up, then you're down

[Verse 2]
We used to be just like twins, so in sync
The same energy now's a dead battery
Used to laugh (Used to laugh) 'bout nothing ('Bout nothing)
Now you're plain (Now you're plain) boring (Boring)
I should know (I should know)
That you're not gonna change

[Chorus]
'Cause you're hot, then you're cold
You're yes, then you're no
You're in, then you're out
You're up, then you're down
You're wrong when it's right
It's black and it's white
We fight, we break up
We kiss, we make up
You might also like[Post-Chorus]
(You) You don't really wanna stay, no (Oh)
(You) But you don't really wanna go, oh (Oh)
You're hot, then you're cold
You're yes, then you're no
You're in, then you're out
You're up, then you're down (You)

[Bridge]
Someone call the doctor
Got a case of a love bipolar
Stuck on a roller coaster
Can't get off this ride

[Breakdown]
You change your mind like a girl changes clothes

[Chorus]
'Cause you're hot, then you're cold
You're yes, then you're no
You're in, then you're out
You're up, then you're down
You're wrong when it's right (Right)
It's black and it's white
We fight, we break up
We kiss, we make up
You're hot, then you're cold
You're yes, then you're no
You're in, then you're out
You're up, then you're down (Ah, ah)
You're wrong when it's right
It's black and it's white
We fight, we break up (Ah, ah)
We kiss, we make up
[Post-Chorus]
(You) You don't really wanna stay, no (Oh)
(You) But you don't really wanna go, oh (Oh)
You're hot, then you're cold (Cold)
You're yes, then you're no (No)
You're in, then you're out
You're up, then you're down30Embed",angry
Back from the Edge,James Arthur,2016,0.486,0.726,7,-4.441,0,0.091,0.0,0.122,0.474,73.102,234147,"Back from the Edge Lyrics[Chorus]
Back from the edge
Back from the dead
Back before demons took control of my head
Back to the start
Back to my heart
Back to the boy who would reach for the stars
Oh, he would reach for the stars, yeah

[Verse 1]
You can take my home, you can take my clothes
You can take the drugs I have that nobody knows
You can take my watch, you can take my phone
You can take all I've got 'til I'm skin and bone
I don't want control, I can dig my own hole
I can make my bed and I can lie in it cold
[Pre-Chorus]
'Cause I don't need heat, I've been burnin' in hell
But now I'm back with my own story to tell

[Chorus]
Back from the edge
Back from the dead
Back before demons took control of my head
Back to the start
Back to my heart
Back to the boy who would reach for the stars
Oh, back from the edge
Back from the dead
Back from the tears that were too easily shed
Back to the start
Back to my heart
Back to the boy who would reach for the stars
Who would reach for the stars, yeah

[Verse 2]
They don't like my lines, they don't like my songs
Except in karaoke when they're singing along
Did you see them build me up? Watch me tear myself down
With a smile on my face, I dug my grave in the ground
We all make mistakes, we're so quick to judge
It's hard to forgive when we hold onto a grudge
You might also like[Pre-Chorus]
So turn down the heat, I've been burnin' in hell
But now I'm back with my own story to tell

[Chorus]
Back from the edge
Back from the dead
Back before demons took control of my head
Back to the start
Back to my heart
Back to the boy who would reach for the stars
Oh, back from the edge
Back from the dead
Back from the tears that were too easily shed
Back to the start
Back to my heart
Back to the boy who would reach for the stars
Who would reach for the stars, yeah

[Bridge]
I don't want control, I can dig my own hole
I can make my bed and I can lie in it cold
'Cause I don't need heat, I've been burnin' in hell
But now I'm back with my own story to tell

[Chorus]
Back from the edge
Back from the dead
Back before demons took control of my head
Back to the start
Back to my heart
Back to the boy who would reach for the stars
Oh, back from the edge
Back from the dead
Back from the tears that were too easily shed
Back to the start
Back to my heart
Back to the boy who would reach for the stars
Who would reach for the stars, yeah3Embed",angry
COPYCAT,Billie Eilish,2017,0.679,0.388,4,-10.977,0,0.353,9.25e-05,0.341,0.234,124.909,194711,"COPYCAT Lyrics[Verse 1]
Don't be cautious, don't be kind
You committed, I'm your crime
Push my button anytime
You got your finger on the trigger, but your trigger finger's mine

[Verse 2]
Silver dollar, golden flame
Dirty water, poison rain
Perfect murder, take your aim
I don't belong to anyone, but everybody knows my name
[Pre-Chorus]
By the way, you've been uninvited
'Cause all you say are all the same things I did

[Chorus]
Copycat tryna cop my manner
Watch your back when you can't watch mine
Copycat tryna cop my glamour
Why so sad, bunny? Can't have mine

[Verse 3]
Call me calloused, call me cold
You're italic, I'm in bold
Call me cocky, watch your tone
You better love me, 'cause you're just a clone

[Pre-Chorus]
By the way, you've been uninvited
'Cause all you say are all the same things I did

[Chorus]
Copycat tryna cop my manner
Watch your back when you can't watch mine
Copycat tryna cop my glamour
Why so sad, bunny? Can't have mine
You might also like[Bridge]
Mine
I would hate to see you go
Hate to be the one that told you so
You just crossed the line
You've run out of time
I'm so sorry, now you know
Sorry I'm the one that told you so
Sorry, sorry, I'm sorry, sorry
Psych

[Pre-Chorus]
By the way, you've been uninvited
'Cause all you say are all the same things I did

[Chorus]
Copycat tryna cop my manner
Watch your back when you can't watch mine
Copycat tryna cop my glamour
Why so sad, bunny? Can't have mine170Embed",angry
Cake By The Ocean,DNCE,2016,0.774,0.753,4,-5.446,0,0.152,0.0,0.0371,0.896,119.002,219147,"Cake by the Ocean Lyrics[Intro]
Nah, nah, nah
Cake by the ocean

[Verse 1]
Oh no
See you walkin' 'round like it's a funeral
Not so serious girl, why those feet cold?
We just gettin' started, don't you tiptoe, tiptoe, ah

[Pre-Chorus]
Waste time with a masterpiece, don't waste time with a masterpiece (Huh)
You should be rollin' with me, you should be rollin' with me (Ah-ah-ah)
You're a real-life fantasy, you're a real-life fantasy (Huh)
But you're movin' so carefully, let's start livin' dangerously
[Chorus]
Talk to me, baby
I'm goin' blind from this sweet, sweet cravin', whoa-oh
Let's lose our minds and go fucking crazy
I-I-I-I-I, I keep on hopin' we'll eat cake by the ocean, uh
Walk for me, baby
I'll be Diddy, you'll be Naomi, whoa-oh
Let's lose our minds and go fucking crazy
I-I-I-I-I, I keep on hopin' we'll eat cake by the ocean, uh

[Verse 2]
Goddamn
See you lickin' frostin' from your own hands
Want another taste, I'm beggin', ""Yes, ma'am""
I'm tired of all this candy on the dry land, dry land, ooh (Uh, ah)

[Pre-Chorus]
Waste time with a masterpiece, don't waste time with a masterpiece (Huh)
You should be rollin' with me, you should be rollin' with me (Ah-ah-ah)
You're a real-life fantasy, you're a real-life fantasy (Huh)
But you're movin' so carefully, let's start livin' dangerously (Whoa-oh-oh-oh)

[Chorus]
Talk to me, baby
I'm goin' blind from this sweet, sweet cravin', whoa-oh
Let's lose our minds and go fucking crazy
I-I-I-I-I, I keep on hopin' we'll eat cake by the ocean, uh
Walk for me, baby (Walk for me now)
I'll be Diddy, you'll be Naomi, whoa-oh
Let's lose our minds and go fucking crazy
I-I-I-I-I, I keep on hopin' we'll eat cake by the ocean, uh
You might also like[Bridge]
Ooh, ah, ah
I-I-I-I-I, I keep on hopin' we'll eat cake by the ocean, uh
Ooh, ah, ah
I-I-I-I-I, I keep on hopin' we'll eat cake by the ocean, uh (Oh, hey)

[Refrain]
You're fuckin' delicious, haha
Talk to me, girl (Hey)

[Chorus]
Talk to me, baby (Talk to me, baby, hey)
I'm goin' blind from this sweet, sweet cravin', whoa-oh (Whoa-oh)
Let's lose our minds and go fucking crazy (Crazy)
I-I-I-I-I (Ah), I keep on hopin' we'll eat cake by the ocean, uh (Hey)
Walk for me, baby (Walk for me now)
I'll be Diddy, you'll be Naomi, whoa-oh
Let's lose our minds and go (And go what?) fucking crazy (That's right)
I-I-I-I-I, I keep on hopin' (Alright), we'll eat cake by the ocean, uh (Aw, yeah)

[Outro]
Red velvet, vanilla, chocolate in my life
Funfetti (Oh), I'm ready (Oh), I need it every night (Hey)
Red velvet, vanilla, chocolate in my life (Oh)
I-I-I-I-I keep on hopin' we'll eat cake by the ocean52Embed",happy
I Like Me Better,Lauv,2018,0.752,0.505,9,-7.621,1,0.535,2.55e-06,0.104,0.419,91.97,197437,"I Like Me Better Lyrics[Verse 1]
To be young and in love in New York City
To not know who I am but still know that I'm good long as you're here with me
To be drunk and in love in New York City
Midnight into morning coffee, burnin' through the hours talking
Damn

[Chorus]
I like me better when I'm with you
I like me better when I'm with you
I knew from the first time, I'd stay for a long time, 'cause
I like me better when, I like me better when I'm with you
[Verse 2]
I don't know what it is but I got that feelin'
Wakin' up in this bed next to you swear the room, yeah, it got no ceiling
If we lay, let the day just pass us by
I might get to too much talking, I might have to tell you somethin'
Damn

[Chorus]
I like me better when I'm with you
I like me better when I'm with you
I knew from the first time, I'd stay for a long time, 'cause
I like me better when, I like me better when I'm with you

[Bridge]
Stay awhile, stay awhile
Stay here with me
Stay awhile, stay awhile, oh
Stay awhile, stay awhile
Stay here with me
Lay here with me, ooh

[Chorus]
I like me better when I'm with you (Yes I do, yes I do, babe)
I like me better when I'm with you (Oooh noo)
I knew from the first time, I'd stay for a long time, 'cause
I like me better when, I like me better when I'm with you
You might also like[Outro]
(I like me, I like me)
(Look who you made me, made me, oh noo)
Better when
I like me better when I'm with you97Embed",happy
Virtually,Caity Baser,2022,0.581,0.266,0,-7.815,1,0.799,0.0,0.0705,0.183,129.962,227308,"Virtually LyricsIt's alright if now's not the time
Because I'll wait for you
You're on my mind every single night
You're in my dreams too

I'm going through all of our old texts and voicenotes
I'm listening to the songs that you sent on my headphones
Yeah, it's alright if now's not the time
Because I'll wait for you

I know you own my heart
So why're we worlds apart?
If it's not meant to be
How come I see you when I fall asleep?
I'm reading what you said to me
I'm holding you so tight but virtually

I drive around every single night
Hoping that I'll find the answer
Thought it'd calm me down
But never mind 'cause my heart's only beating faster

I'm thinking of everything that i told you
And going back on all of the things that we went through
I drive around but I don't know why
'Cause you're the only answer

And I know you own my heart
So why're we worlds apart?
If it's not meant to be
How come I see you when I fall asleep?

I'm reading what you said to me
I'm holding you so tight but virtually

It's hard letting go
When you're all that I've known
Yeah, you made yourself a part of me

They said now's not the time
I'm not yours, you're not mine
Even though you are like family
You might also likeAnd they went through the ice
And although it could walk
I had to choose between you and me

But I cannot sleep cause you're all that I see
And I lay awake thinking what we could be

I know you own my heart
So why're we worlds apart?
If it's not meant to be
How come I see you when I fall asleep?

I'm reading what you said to me
I'm holding you so tight but virtually

'Cause I know you own my heart
So why're we worlds apart?
If it's not meant to be
How come I see you when I fall asleep?

I'm reading what you said to me
I'm holding you so tight...Embed",sad
Without You,Parachute,2016,0.564,0.864,4,-5.121,1,0.0761,0.0,0.182,0.534,95.984,228933,"Without You Lyrics[Intro: Gospel Choir Vocals]
(1, 2, 3, go)
Woah
I'm never going without you, no
I'm never going without you

[Verse 1: Will Anderson]
I try to fight it
But every time it's like a brand new car
Or a drug and you know you're gonna try it
When they tell you that you can't do that
But you will and you know you're gonna like it
[Pre-Chorus: Will Anderson]
When you light a flame it grows
If you set a bomb it's gonna blow
When I see your pretty little face that I want to know that

[Chorus: Will Anderson]
I don't want to fall asleep without you
(I don't want to fall asleep without you)
I don't want to take one breath without you
(I don't want to take one breath without you)
I don't even know one thing about you
But give me everything about you
It's only been a moment, it's true
But I could never live this life without you

[Post-Chorus: Gospel Choir Vocals]
Woah
I'm never going without you, no
I'm never going without you

[Verse 2: Will Anderson]
You give me one look
And I'll be on one knee with the plastic ring
God, and I don't even know you
Yeah, we could run this back one million times
But it's no use
I'll keep falling too fast
Why do I only want what I don't have?
You might also like[Chorus: Will Anderson, Gospel Choir Vocals]
Like
I don't want to fall asleep without you
(Never without you)
I don't want to take one breath without you
(Never without you)
I don't even know one thing about you
But give me everything about you
It's only been a moment, it's true
But I could never live this life without you
I could never live without you

[Bridge: Will Anderson, Gospel Choir Vocals]
It doesn't matter where I go
Doesn't matter if I run
We were always gonna get too close
We were always gonna fall in love
It doesn't matter where I go
Doesn't matter if I run
We were always gonna get too close
We were always gonna fall in love

I don't want to fall asleep without you
I don't want to take one breath without you
Oh and I don't even know one thing about you
But give me everything about you
[Chorus: Will Anderson]
I know that I don't want to fall asleep without you
(Never without you)
I don't want to take one breath without you
(Never without you)
I don't even know one thing about you
But give me everything about you
It's only been a moment, it's true
(Only been a moment, it's true)
But I could never live this life without you
I could never live without you

[Gospel Choir Vocals, Will Anderson]
Doesn't matter where I go
Doesn't matter if I run
If I run
We were always gonna get too close
We were always gonna fall in love

[Chorus: Will Anderson]
I don't even know one thing about you
But give me everything about you
It's only been a moment, it's true, yeah
But I could never live this life without you

[Gospel Choir Vocals]
Never without you

[Will Anderson - Solo]
I don't wanna live this life without you3Embed",happy
Drive By,Train,2012,0.765,0.837,1,-3.113,0,0.00107,1.06e-05,0.0801,0.721,122.028,195973,"Drive By Lyrics[Verse 1]
On the other side of a street I knew
Stood a girl that looked like you
I guess that's déjà vu
But I thought this can't be true
'Cause you moved to west L.A. or New York or Santa Fe
Or wherever to get away from me

[Pre-Chorus]
Oh, but that one night
Was more than just right
I didn't leave you 'cause I was all through
Oh, I was overwhelmed, and frankly, scared as hell
Because I really fell for you
[Chorus]
Oh, I swear to you
I'll be there for you
This is not a drive by
Just a shy guy looking for a 2-ply
Hefty bag to hold my love
When you move me, everything is groovy
They don't like it, sue me
Mm, the way you do me
Oh, I swear to you
I'll be there for you
This is not a drive by

[Verse 2]
On the up side of a downward spiral
My love for you went viral
And I loved you every mile you drove away
But now, here you are again
So, let's skip the ""How you been?""
And get down to the ""more than friends"" at last

[Pre-Chorus]
Oh, but that one night was still the highlight
I didn't need you until I came to
And I was overwhelmed, and frankly, scared as hell
Because I really fell for you
You might also like[Chorus]
Oh I swear to you
I'll be there for you
This is not a drive by
Just a shy guy looking for a 2-ply
Hefty bag to hold my love
When you move me, everything is groovy
They don't like it, sue me
Mm, the way you do me
Oh, I swear to you
I'll be there for you
This is not a drive by

[Bridge]
Please believe that when I leave
There's nothing up my sleeve but love for you
And a little time to get my head together too

[Breakdown]
On the other side of a street I knew
Stood a girl that looked like you
I guess that's déjà vu
But I thought this can't be true
'Cause...

[Chorus]
Oh, I swear to you
I'll be there for you
This is not a drive by
Just a shy guy looking for a 2-ply
Hefty bag to hold my love
When you move me, everything is groovy
They don't like it, sue me
Mm, the way you do me
Oh, I swear to you
I'll be there for you
This is not a drive by29Embed",happy
Who's Laughing Now,Ava Max,2020,0.648,0.641,7,-5.521,1,0.00565,3.63e-06,0.109,0.505,184.021,180348,"Who’s Laughing Now Lyrics[Verse 1]
Never knew the sting of a stranger
Never felt the words like a razor
But I won't give a damn 'bout it later
All the little digs doesn't matter
Writin' down a brand new chapter
Where there's only love, never anger

[Pre-Chorus]
So lonely in your bed
Does breakin' me make you feel good?
Guess you don't understand
What goes around, comes around
[Chorus]
Don't ya know that I'm stronger?
Don't ya see me in all black?
Don't ya cry like a baby
Ha-ha-ha-ha, ha-ha-ha
Who's laughing now?
Know that it's over
Don't ya know I won't call back?
Don't ya cry like a baby
Ha-ha-ha-ha, ha-ha-ha
Who's laughing now?

[Verse 2]
You'll never see me blue, never bleedin'
Hope you understand how I'm feelin'
I'm turnin' off my phone like I'm leaving (Bye)
Pushed me to the edge, now it's over
Shuttin' off the hate, gettin' closure
This will be the dust when I'm older

[Pre-Chorus]
So lonely in your bed
Does breakin' me make you feel good?
Guess you don't understand
What goes around, comes around
You might also like[Chorus]
Don't ya know that I'm stronger?
Don't ya see me in all black?
Don't ya cry like a baby
Ha-ha-ha-ha, ha-ha-ha
Who's laughing now?
Know that it's over
Don't ya know I won't call back?
Don't ya cry like a baby
Ha-ha-ha-ha, ha-ha-ha
Who's laughing now?

[Post-Chorus]
Ha-ha-ha-ha, ha-ha-ha-ha-ha
Ha-ha-ha-ha, ha-ha-ha
Who's laughing now?

[Bridge]
It's comical, hysterical
So ridiculous, think you messed me up

[Chorus]
Don't ya know that I'm stronger?
Don't ya see me in all black?
Don't ya cry like a baby (Oh)
Ha-ha-ha-ha, ha-ha-ha
Who's laughing now?
Know that it's over
Don't ya know I won't call back? (Call back)
Don't ya cry like a baby
Ha-ha-ha-ha, ha-ha-ha
Who's laughing now?15Embed",happy
Why Am I Like This?,Orla Gartland,2019,0.63,0.423,2,-7.705,1,0.507,2.24e-06,0.219,0.319,90.019,212713,"Why Am I Like This? Lyrics[Verse 1]
Last night I smoked a cigarette
My dad would have been so upset
Then we got tattoos by the coast
And I just stood there just like a ghost

[Pre-Chorus]
Maybe I'm an old soul trapped in a young body
Maybe you don’t really want me there at your birthday party
I'll be there in the corner, thinking right over
Every single word of the conversation we just had
[Chorus]
So why am I like this? Why am I like this?
Why am I like this? Why am I?
Why am I like this? Why am I like this?
Why am I like this? Why am I?
Why am I like this? Why am I like this?
Why am I like this? Why am I?
Why am I like this?

[Verse 2]
I saw a girl crying on the train
Gin and tonic from a can to ease the pain
And I never asked if she was okay
She just got up and walked away

[Bridge]
Oh-oh, it's like I’m looking down from the ceiling above
Never in the moment, never giving enough
Let's go out and shout the words we never said
I got my mistakes on a loop inside my head
Inside my head

[Chorus]
So why am I like this? Why am I like this?
Why am I like this? Why am I?
Why am I like this? Why am I like this?
Why am I like this? Why am I?
Why am I like this? Why am I like this?
Why am I like this? Why am I?
Why am I like this? Why am I like this?
Why am I like this? Why am I?
Why am I like this? Why am I like this?
Why am I like this? Why am I?
Why am I like this? Why am I like this?
Why am I like this? Why am I?
Why am I like this? Why am I like this?
Why am I like this? Why am I?
Why am I like this?
(Maybe I'm an old soul trapped in a young body)
Why am I like this? Why am I like this?
Why am I like this? Why am I?
(Maybe you don't really want me there)
Why am I like this? Why am I like this?
Why am I like this? Why am I?
(Maybe I'm an old soul trapped in a young body)
Why am I like this? Why am I like this?
Why am I like this? Why am I?
(Maybe you don't really want me there)
Why am I like this?
You might also like[Outro]
Maybe I'm an old soul trapped in a young body
Maybe you don't really want me there at your birthday party
I’ll be there in the corner, thinking right over
Every single word of the conversation we just had7Embed",sad
Tell Your Girlfriend,Anne-Marie,2021,0.747,0.536,5,-5.536,0,0.175,0.0,0.0423,0.82,95.489,134893,"Tell Your Girlfriend Lyrics[Verse 1]
You always call when you're lonely
I never answer your texts
Ooh boy, you're gonna be sorry
When I show all the things that you said
Oh, what a waste to throw it away
And you think it's gon' be okay
But you will be sorry, uh

[Pre-Chorus]
You can get on your knees
You can cry, you can beg, but
[Chorus]
I'm gonna tell your girlfriend (Girlfriend)
What a liar you are
She's gonna know your secret (Secret)
It will be my pleasure
How many, how many times do I say ""no""
Before I'm gonna have to go
And tell your girlfriend (Girlfriend)
That she deserves better
Yeah, shе deserves bеtter, uh

[Verse 2]
She was always too good for you
And you took her for granted
Woulda' done anything for you
Don't know how good you had it
She gon' be fine, and you're gon' be cryin'
And you're gonna ask yourself why
You took her for granted, uh

[Pre-Chorus]
You can get on your knees
You can cry, you can beg, but

[Chorus]
I'm gonna tell your girlfriend (Girlfriend)
What a liar you are
She's gonna know your secret (Secret)
It will be my pleasure
How many, how many times do I say ""no""
Before I'm gonna have to go
And tell your girlfriend (Girlfriend)
That she deserves better
You might also like[Bridge]
Oh, she'll find someone else
Who's gonna treat her well
And you're just gonna have to live with that

[Chorus]
'Cause I'm gonna tell your girlfriend (Yeah, I'm gonna tell)
What a liar you are
She's gonna know your secret (She gonna know)
It will be my pleasure
How many, how many times do I say ""no""
Before I'm gonna have to go
And tell your girlfriend (Oh, I'm gonna tell)
That she deserves better (She deserves better)

[Outro]
Yeah-yeah, yeah-yeah
She deserves better
She deserves better
Than you3Embed",angry
Little Things,One Direction,2012,0.709,0.22,7,-11.856,1,0.811,0.0,0.175,0.53,110.076,219040,"Little Things Lyrics[Verse 1: Zayn, Zayn & Liam, Liam]
Your hand fits in mine like it's made just for me
But bear this in mind: It was meant to be
And I'm joinin' up the dots with the freckles on your cheeks
And it all makes sense to me
I know you've never loved the crinkles by your eyes when you smile
You've never loved your stomach or your thighs
The dimples in your back at the bottom of your spine
But I'll love them endlessly

[Chorus: Zayn & Liam]
I won't let these little things slip out of my mouth
But if I do, it's you, oh, it's you, they add up to
I'm in love with you and all these little things
[Verse 2: Louis, Louis & Harry, Harry, Harry & Niall]
You can't go to bed without a cup of tea
And maybe that's the reason that you talk in your sleep
And all those conversations are the secrets that I keep
Though it makes no sense to me
I know you've never loved the sound of your voice on tape
You never want to know how much you weight
You still have to squeeze into your jeans
But you're perfect to me

[Chorus: Harry & Niall]
I won't let these little things slip out of my mouth
But if it's true, it's you, it's you, they add up to
I'm in love with you and all these little things

[Bridge: Niall]
You'll never love yourself half as much as I love you
And you'll never treat yourself right, darling, but I want you to
If I let you know, I'm here for you
Maybe you'll love yourself like I love you, oh

[Breakdown: Harry, All]
And I've just let these little things slip out of my mouth
'Cause it's you, oh, it's you, it's you, they add up to
And I'm in love with you and all these little things
You might also like[Chorus: All]
I won't let these little things slip out of my mouth
But if it's true, it's you, it's you, they add up to
I'm in love with you and all your little things86Embed",happy
Mind Over Matter (Reprise),Young the Giant,2015,0.393,0.487,0,-6.348,1,0.229,0.0,0.128,0.3,151.958,230867,"Mind Over Matter (Reprise) Lyrics[Verse 1]
Mind over matter
Does it matter to any of us?
Don't change the subject
I'm heavy on your love
I missed that train, New York city, it rains
Fly to East L.A. in big jet planes
(You know you're on my mind)

[Chorus]
And if the world don't break
I'll be shakin' it
'Cause I'm a young man after all
And when the seasons change
Will you stand by me?
'Cause I'm a young man built to fall
[Verse 2]
Mind over matter
I'm in tatters thinkin' 'bout her
Taste my disaster (My disaster)
It's heavy on my tongue
All the lights aglow, Tokyo snows
Go to watch the show, curtain's closed
(I'm watching you this time)

[Chorus]
And if the world don't break
I'll be shakin' it
'Cause I'm a young man after all
And when the seasons change
Will you stand by me?
'Cause I'm a young man built to fall

[Bridge]
I missed that train, New York City it rains
Fly to East L.A. in big jet planes
You know you're on my mind
All the lights aglow, Tokyo snows
Go to watch the show, curtain's closed
(Mind over matter)
You know you're on my mind
You might also like[Chorus]
And if the world don't break
I'll be shakin' it
'Cause I'm a young man after all
And when the seasons change
Will you stand by me?
'Cause I'm a young man built to fall
And if the world don't break

[Outro]
And when the seasons change
Will you stand by me?
'Cause I'm a young man built to fallEmbed",sad
