index,id,uri,title,artist,duration_ms,explicit,track_number,release_date,popularity,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,mode,tempo,raw_lyrics,sentiment
46,1uigwk5hNV84zRd5YQQRTk,spotify:track:1uigwk5hNV84zRd5YQQRTk,Pocketful of Sunshine,Natasha Bedingfield,202906,False,2,2007-04-27,68,0.721,0.88,9,-3.896,0.0454,0.191,0.0,0.0769,0.655,0,110.021,"[00:09.14]I got a pocket, got a pocketful of sunshine.
[00:11.23]I got a love, and I know that it's all mine.
[00:13.46]Oh.
[00:15.84]
[00:17.65]Do what you want, but you're never gonna break me.
[00:19.88]Sticks and stones are never gonna shake me.
[00:22.04]No.
[00:24.57]
[00:25.83]Take me away: A secret place.
[00:30.27]A sweet escape: Take me away.
[00:34.19]
[00:34.66]Take me away to better days.
[00:38.94]Take me away: A higher place.
[00:43.55]
[00:44.27]I got a pocket, got a pocketful of sunshine.
[00:46.08]I got a love, and I know that it's all mine.
[00:48.24]Oh.
[00:50.79]
[00:52.57]Do what you want, but you're never gonna break me.
[00:54.79]Sticks and stones are never gonna shake me.
[00:56.99]No.
[00:59.64]
[01:01.35]I got a pocket, got a pocketful of sunshine.
[01:03.57]I got a love, and I know that it's all mine.
[01:05.74]Oh.
[01:08.35]
[01:10.03]Wish that you could, but you ain't gonna own me.
[01:12.37]Do anything you can to control me.
[01:14.49]Oh, no.
[01:17.32]
[01:17.91]Take me away: A secret place.
[01:22.60]A sweet escape: Take me away.
[01:26.89]Take me away to better days.
[01:31.30]Take me away: A higher place.
[01:35.67]
[01:35.94]There's a place that I go,
[01:37.69]But nobody knows.
[01:40.06]Where the rivers flow,
[01:42.12]And I call it home.
[01:43.52]
[01:44.35]And there's no more lies.
[01:46.59]In the darkness, there's light.
[01:48.68]And nobody cries.
[01:50.78]There's only butterflies.
[01:54.83]
[01:55.27]Take me away: A secret place.
[01:59.69]A sweet escape: Take me away.
[02:04.05]Take me away to better days.
[02:08.56]Take me away: A higher place.
[02:12.56]
[02:12.85]Take me away: A secret place.
[02:17.02]A sweet escape: Take me away.
[02:21.27]
[02:21.67]Take me away to better days.
[02:25.76]Take me away: A higher place.
[02:29.92]
[02:30.24]Take me away: A secret place.
[02:34.48]To better days take me away.
[02:38.46]
[02:38.89]Take me away to better days.
[02:43.19]Take me away: A higher place.
[02:47.11]
[02:57.61]The sun is on my side.
[02:59.87]Take me for a ride.
[03:01.85]I smile up to the sky.
[03:03.99]I know I'll be all right.
[03:05.83]
[03:06.32]The sun is on my side.
[03:08.52]Take me for a ride.
[03:10.50]I smile up to the sky.
[03:12.79]I know I'll be all right.
[03:15.65]",happy
55,24mv3hF25NsPVbgOKCuo1g,spotify:track:24mv3hF25NsPVbgOKCuo1g,Stupid,Toni Braxton,216106,False,8,2005-09-27,33,0.44,0.358,9,-10.319,0.0517,0.814,1.09e-05,0.118,0.191,1,117.246,"[00:01.07]Loving you is stupid
[00:12.24]Cause I know that you never really loved me
[00:17.17]
[00:18.12]And you never gave me signs Id see
[00:22.79]
[00:24.03]That you and me were ever a possibility
[00:28.46]And I feel so stupid
[00:32.65]After all the noise you left me lonely to die
[00:38.76]And you never gave me a reason why
[00:44.56]And now Im sittin all alone and I cry
[00:49.01]
[01:03.10]Am I stupid
[01:05.22]I shouldve known you were only playing a game
[01:11.28]And you and me would never be the same
[01:16.51]
[01:17.09]You made me feel like Im the one to blame
[01:21.76]And I feel so stupid
[01:25.88]After all those nights after nights that I tried
[01:31.69]And all those conversations of lies
[01:37.62]And Im sittin here all alone and Im cryin
[01:42.12]
[01:51.79]Im crying....
[01:53.34]
[02:07.94]I cant believe you never knew how I felt
[02:10.89]All this love and baby no one else
[02:13.68]Could ever love me the way that you do
[02:18.86]Youre all I need and you treated me so wrong
[02:23.69]And I cant believe it
[02:25.37]How could you do me like you do
[02:27.93]Cause Ive been so stupid for you
[02:32.80]
[02:40.98]Why do you do me like you do
[02:42.98]You baby, You darlin
[02:46.01]
[02:54.80]You baby, You darlin
[02:57.90]You dont care
[03:01.01]Im stupid baby, Im stupid darlin
[03:04.20]
[03:04.88]For you
[03:05.89]
[03:06.76]And Im the one played
[03:08.89]And Im the one left with all the shame
[03:12.13]Im stupid baby, Stupid darlin",sad
99,3SFXsFpeGmBTtQvKiwYMDA,spotify:track:3SFXsFpeGmBTtQvKiwYMDA,Pretty Fly (For A White Guy),The Offspring,188666,False,4,1998-11-16,74,0.723,0.895,11,-3.707,0.102,0.088,0.0,0.0717,0.963,0,143.373,"﻿[00:05.35]Give it to me baby,
[00:06.66]Uh-huh uh-huh
[00:08.03]Give it to me baby,
[00:09.34]Uh-huh uh-huh
[00:11.53]Give it to me baby
[00:13.27]Uh-huh uh-huh
[00:14.77]And all the girlies say I'm pretty fly for a white guy
[00:18.33]Uno, dos, tres, quatro, cinco, cinco, seis
[00:31.50]You know it's kind of hard
[00:33.11]Just to get along today
[00:34.74]Our subject isn't cool
[00:36.11]But he fakes it anyway
[00:37.36]He may not have a clue
[00:39.73]And he may not have style
[00:41.41]But everything he lacks
[00:42.78]Well he makes up in denial
[00:44.66]So don't debate, a player straight
[00:46.79]
[00:48.12]you know he really doesn't get it anyway
[00:51.24]gonna play the field, keep it real
[00:54.79]But for you no way, for you no way
[00:57.91]So if you don't rate, just overcompensate
[01:00.03]
[01:01.15]At least you'll know you can always go on Ricki Lake
[01:05.89]The world needs wannabes, so （hey, hey）
[01:09.57]Do that brand new thing
[01:11.82]Give it to me baby,
[01:13.26]Uh-huh uh-huh
[01:14.87]Give it to me baby,
[01:16.38]Uh-huh uh-huh
[01:18.31]Give it to me baby
[01:19.75]Uh-huh uh-huh
[01:21.56]And all the girlies say I'm pretty fly for a white guy
[01:25.11]He needs some cool tunes
[01:26.55]Not just any will suffice
[01:28.04]But they didn't have Ice Cube
[01:29.73]So he bought Vanilla Ice
[01:31.47]Now cruising in his pinto, he sees homies as he pass
[01:34.91]But if he looks twice
[01:36.41]They're gonna kick his lily ass
[01:38.22]So don't debate, a player straight
[01:41.14]
[01:41.77]you know he really doesn't get it anyway
[01:44.89]gonna play the field, keep it real
[01:48.39]But for you no way, for you no way
[01:51.76]So if you don't rate, just overcompensate
[01:54.84]At least you'll know you can always go on Ricki Lake
[01:58.14]The world loves wannabes, so （hey, hey）
[02:02.91]Do that brand new thing
[02:05.03]Now he's getting a tattoo, yeah
[02:06.90]He's gettin' ink done
[02:08.29]He asked for a ""13"" but they drew a ""31""
[02:11.21]Friends say he's trying too hard
[02:13.09]And he's not quite hip
[02:14.77]But in his own mind
[02:16.68]He's the, he's the dopest trip
[02:18.61]Give it to me baby,
[02:20.17]Uh-huh uh-huh
[02:21.87]Give it to me baby,
[02:23.87]Uh-huh uh-huh
[02:25.25]Give it to me baby
[02:26.86]Uh-huh uh-huh
[02:28.68]Uno, dos, tres, quatro, cinco, cinco, seis
[02:31.92]So don't debate, a player straight
[02:35.35]you know he really doesn't get it anyway
[02:38.35]gonna play the field, keep it real
[02:42.03]For you no way, for you no way
[02:45.09]So if you don't rate, just overcompensate
[02:46.35]
[02:48.34]At least you'll know you can always go on Ricki Lane
[02:53.22]The world needs wannabes
[02:56.45]The world loves wannabes
[02:59.63]Let's get some more wannabes （hey, hey）
[03:03.50]Do that brand new thing

",angry
56,4wCmqSrbyCgxEXROQE6vtV,spotify:track:4wCmqSrbyCgxEXROQE6vtV,Somebody That I Used To Know,Gotye,244973,False,3,2011-01-01,75,0.864,0.495,0,-7.036,0.037,0.591,0.000133,0.0992,0.72,1,129.062,"[00:19.16]Now and then I think of when we were together
[00:26.44]Like when you said you felt so happy you could die
[00:33.95]Told myself that you were right for me
[00:37.64]But felt so lonely in your company
[00:41.28]But that was love and it's an ache I still remember
[00:46.62]
[01:03.20]You can get addicted to a certain kind of sadness
[01:10.73]Like resignation to the end Always the end
[01:18.21]So when we found that we could not make sense
[01:22.20]Well you said that we would still be friends
[01:25.94]But I'll admit that I was glad that it was over
[01:31.34]
[01:33.87]But you didn't have to cut me off
[01:37.27]Make out like it never happened And that we were nothing
[01:41.36]And I don't even need your love
[01:44.04]But you treat me like a stranger And that feels so rough
[01:48.47]You didn't have to stoop so low
[01:52.20]Have your friends collect your records And then change your number
[01:56.30]I guess that I don't need that though
[01:59.28]Now you're just somebody that I used to know
[02:03.02]
[02:06.55]Now you're just somebody that I used to know
[02:10.51]
[02:13.97]Now you're just somebody that I used to know
[02:17.72]
[02:33.13]Now and then I think of all the times you screwed me over
[02:40.23]But had me believing it was always something that I'd done
[02:48.27]And I don't wanna live that way
[02:51.86]Reading into every word you say
[02:55.76]You said that you could let it go
[02:58.32]And I wouldn't catch you hung up on somebody that you used to know...
[03:02.45]
[03:03.21]But you didn't have to cut me off
[03:06.57]Make out like it never happened And that we were nothing
[03:10.73]And I don't even need your love
[03:13.41]But you treat me like a stranger And that feels so rough
[03:17.57]You didn't have to stoop so low
[03:21.47]Have your friends collect your records And then change your number
[03:25.58]I guess that I don't need that though
[03:28.41]Now you're just somebody that I used to know
[03:31.51]
[03:31.93]Somebody...I used to know
[03:35.44]Somebody...That I used to know
[03:39.32]Somebody...I used to know
[03:42.94]Somebody...That I used to know
[03:47.12]
[03:48.91]I used to know
[03:52.45]That I used to know
[03:56.27]I used to know Somebody...
[04:00.85]
",relaxed
76,3X4Oz9LjhhtgyOhVNlfoYa,spotify:track:3X4Oz9LjhhtgyOhVNlfoYa,Marshall Mathers,Eminem,321266,True,11,2000-05-23,59,0.729,0.759,11,-3.177,0.127,0.0361,0.0,0.0694,0.268,0,95.935,"[00:04.13]You know I just don't get it
[00:06.63]Last year I was nobody
[00:09.11]This year I'm selling records
[00:11.94]Now everybody wants to come around like I owe em something
[00:15.37]Heh, the fuck you want from me, ten million dollars?
[00:19.24]Get the fuck out of here
[00:19.94]
[00:20.17]
[00:20.36]You see I'm, just Marshall Mathers (Marshall Mathers)
[00:24.61]I'm just a regular guy,
[00:25.83]I don't know why all the fuss about me (fuss about me)
[00:29.83]Nobody ever gave a fuck before,
[00:31.54]all they did was doubt me (did was doubt me)
[00:34.93]Now everybody wanna run they mouth
[00:36.75]and try to take shots at me (take shots at me)
[00:38.60]
[00:39.18]
[00:39.97]Yo, you might see me jogging, you might see me walking
[00:42.59]You might see me walking a dead rottweiler dog
[00:45.15]with it's head chopped off in the park with a spiked collar
[00:47.49]hollerin at him cause the son of a bitch won't quit barkin
[00:49.97](grrrr, ARF ARF) Or leanin out a window, with a cocked shotgun
[00:52.60]Drivin up the block in the car that they shot 'Pac in
[00:54.95]Lookin for Big's killers, dressed in ridiculous
[00:57.47]blue and red like I don't see what the big deal is
[01:00.09]Double barrel twelve gauge bigger than Chris Wallace
[01:02.44]Pissed off, cause Biggie and 'Pac just missed all this
[01:05.02]Watchin all these cheap imitations get rich off 'em
[01:07.38]and get dollars that shoulda been there's like they switched wallets
[01:10.15]And amidst all this Crist' poppin and wristwatches
[01:12.60]I had to sit back and just watch and just get nauseous
[01:15.03]and walk around with an empty bottle of Remi Martin
[01:17.51]startin shit like some 26-year-old skinny Cartman (""God damnit!"")
[01:20.33]I'm anti-Backstreet and Ricky Martin
[01:22.44]with instincts to kill N'Sync, don't get me started
[01:25.05]These fuckin brats can't sing and Britney's garbage
[01:27.60]What's this bitch retarded? Gimme back my sixteen dollars
[01:30.17]All I see is sissies in magazines smiling
[01:32.51]Whatever happened to whylin out and bein violent?
[01:35.01]Whatever happened to catchin a good-ol' fashioned
[01:37.34]passionate ass-whoopin and gettin your shoes coat and your hat tooken?
[01:40.34]New Kids on the Block, sucked a lot of dick
[01:43.14]Boy/girl groups make me sick
[01:44.97]And I can't wait 'til I catch all you faggots in public
[01:47.93]I'ma love it.. (hahaha)
[01:50.06]Vanilla Ice don't like me (uh-uh)
[01:51.64]Said some shit in Vibe to spite me (yup)
[01:53.23]Then went and dyed his hair just like me (hehe)
[01:55.04]A bunch of little kids wanna swear just like me
[01:57.36]and run around screamin, ""I don't care, just bite me"" (nah nah)
[01:59.81]I think I was put here to annoy the world
[02:02.20]and destroy your little 4-year-old boy or girl
[02:04.87]Plus I was put here to put fear in faggots who spray Faygo Root Beer
[02:08.41]and call themselves ""Clowns"" cause they look queer
[02:10.31]Faggot2Dope and Silent Gay
[02:12.28]Claimin Detroit, when y'all live twenty miles away (fuckin punks)
[02:14.90]And I don't wrestle, I'll knock you fuckin faggots the fuck out
[02:17.26]Ask 'em about the club they was at when they snuck out
[02:19.97]after they ducked out the back when they saw us and bugged out
[02:22.55](AHHH!) Ducked down and got paintballs shot at they truck, blaow!
[02:25.29]Look at y'all running your mouth again
[02:27.12]when you ain't seen a fucking Mile Road, South of 10
[02:29.66]And I don't need help, from D-12, to beat up two females
[02:32.43]in make-up, who may try to scratch me with Lee Nails
[02:34.99]""Slim Anus,"" you damn right, Slim Anus
[02:37.54]I don't get fucked in mine like you two little flaming faggots!
[02:40.23]
[02:40.56]
[02:41.25]Cause I'm, just Marshall Mathers (Marshall Mathers)
[02:44.67]I'm not a wrestler guy,
[02:46.22]I'll knock you out if you talk about me (you talk about me)
[02:49.54]Come and see me on the streets alone
[02:51.31]if you assholes doubt me (assholes doubt me)
[02:54.40]And if you wanna run your mouth
[02:55.97]then come take your best shot at me (your best shot at me)
[02:58.58]
[02:58.96]
[03:00.05]Is it because you love me that y'all expect so much of me?
[03:02.42]You little groupie bitch, get off me, go fuck Puffy
[03:04.71]Now because of this blonde mop that's on top
[03:07.33]and this fucked up head that I've got, I've gone pop?
[03:09.74]The underground just spunned around and did a 360
[03:12.15]Now these kids diss me and act like some big sissies
[03:14.82]""Oh, he just did some shit with Missy,
[03:17.16]so now he thinks he's too big to do some shit with MC Get-Bizzy""
[03:19.93]My fuckin bitch mom's suin for ten million
[03:22.44]She must want a dollar for every pill I've been stealin
[03:24.75]Shit, where the fuck you think I picked up the habit?
[03:27.21]All I had to do was go in her room and lift up her mattress
[03:29.72]Which is it bitch, Mrs. Briggs or Ms. Mathers?
[03:32.25]It doesn't matter your [attorney Fred Gibson's a] faggot!
[03:34.87]Talkin about I fabricated my past
[03:37.02]He's just aggravated I won't ejaculate in his ass (Uhh!)
[03:39.94]So tell me, what the hell is a fella to do?
[03:42.14]For every million I make, another relative sues
[03:44.48]Family fightin and fussin over who wants to invite me to supper
[03:47.83]All the sudden, I got 90 some cousins (Hey it's me!)
[03:50.22]A half-brother and sister who never seen me
[03:52.27]or even bothered to call me until they saw me on TV
[03:54.89]Now everybody's so happy and proud
[03:57.07]I'm finally allowed to step foot in my girlfriend's house
[03:59.68]Hey-hey! And then to top it off, I walked to the newsstand
[04:02.37]to buy this cheap-ass little magazine with a food stamp
[04:04.94]Skipped to the last page, flipped right fast
[04:07.25]and what do I see? A picture of my big white ass
[04:09.67]Okay, let me give you motherfuckers some help:
[04:12.08]uhh, here - DOUBLE XL, DOUBLE XL
[04:14.69]Now your magazine shouldn't have so much trouble to sell
[04:17.10]Ahh fuck it, I'll even buy a couple myself
[04:19.36]
[04:19.72]
[04:20.18]You see I'm, just Marshall Mathers (Marshall Mathers)
[04:24.60]I'm just a regular guy,
[04:25.62]I don't know why all the fuss about me (fuss about me)
[04:29.61]Nobody ever gave a fuck before,
[04:31.43]all they did was doubt me (did was doubt me)
[04:34.58]Now everybody wanna run they mouth
[04:36.57]and try to take shots at me (take shots at me)
[04:39.76]You see I'm, just Marshall Mathers (Marshall Mathers)
[04:44.76]I'm just a regular guy,
[04:45.78]I don't know why all the fuss about me (fuss about me)
[04:49.72]Nobody ever gave a fuck before,
[04:51.48]all they did was doubt me (did was doubt me)
[04:54.61]Now everybody wanna run they mouth
[04:56.43]and try to take shots at me (take shots at me)
",angry
5,6Cg1kcaiDNVZQXQ9mylA2I,spotify:track:6Cg1kcaiDNVZQXQ9mylA2I,Annihilation by the Hands of God,Roadrunner United,333586,False,3,2005-10-10,35,0.512,0.995,10,-3.353,0.203,0.000348,0.567,0.283,0.105,1,121.496,"[00:50.89]The prophets of God have left you solaced indeed
[00:54.64]A zombie of Jesus insane with his belief
[00:58.57]Is all that you know and all you take as you go
[01:02.45]You're one with the rich and only take from the poor
[01:07.45]Nailed to the cross by your hands and your feet
[01:10.52]Your washed up religion is now worthless and weak
[01:14.39]Tenacious conviction has caught up with your soul
[01:18.32]There's no place for mercy in the myths of your lord
[01:24.70]
[01:25.26]Little lamb of sacrifice, full of Bible hymns
[01:28.52]Hiding in the house of God, from his suffering
[01:32.39]Pray the son will come and call just to make us dead
[01:36.39]Bring upon the end of times orship if you dare
[01:44.08]
[01:48.70]Wiping out masses just for shits and a grin
[01:51.83]Is all an illusion of the spell that you're in
[01:54.71]Religious confliction has impaired your control
[01:59.95]In his resurrection, revelations unfold
[02:05.71]
[02:06.33]He is you the sacrifice, in the house of bless
[02:09.82]Crucify yourself to death just to get to him
[02:13.83]Die? will you?
[02:20.71]
[02:22.20]Annihilation by the hands of God
[02:26.46]Mutilate me?
[02:30.02]Annihilation by the hands of God
[02:33.21]Unforgiving?
[02:37.02]
[02:38.14]Annihilation by the hands of God
[02:41.58]Christ ill willing?
[02:44.70]
[02:45.77]Annihilation by the hands of God
[02:49.64]Heaven hates you?
[02:53.51]
[03:43.26]When it's time, I won't look back
[03:46.33]Heaven's gates under attack
[03:52.46]
[04:07.46]Satan?
[04:10.59]Satan?
[04:13.40]
[04:14.41]Satan?
[04:17.09]
[04:18.41]Satan?
[04:21.28]
[04:24.59]Little lamb of sacrifice, full of Bible hymns
[04:28.03]Hiding in the house of God, from his suffering
[04:32.03]Pray the son will come and call just to make us dead
[04:35.97]Bring upon the end of times? worship if you dare
[04:41.59]Annihilation by the hands of God
[04:45.09]Mutilate me?
[04:46.78]Annihilation by the hands of God
[04:51.34]Unforgiving?
[04:56.10]Annihilation by the hands of God
[04:59.84]Christ ill willing?
[05:03.90]Annihilation by the hands of God
[05:07.71]Heaven hates you
",angry
28,3vIVCdRx0jaxegLrtuGYvH,spotify:track:3vIVCdRx0jaxegLrtuGYvH,Dream Catch Me,Newton Faulkner,236253,False,5,2007-07-30,60,0.628,0.722,2,-5.693,0.0277,0.197,0.0,0.108,0.58,1,118.004,"[00:07.70]Every time
[00:15.69]I close my eyes
[00:20.69]It's you
[00:23.79]And I know now
[00:28.02]Who I am
[00:31.22]
[00:35.30]Yea yea yea
[00:40.33]And I know now
[00:44.85]
[00:46.06]There's a place I go
[00:48.17]When I'm alone
[00:49.93]Do anything I want
[00:51.99]Be anyone I wanna be
[00:54.21]But it is us I see
[00:56.93]And I cannot believe I'm fallin
[01:01.45]That's where I'm goin
[01:03.58]Where are you goin
[01:06.35]Hold it close won't let this go
[01:09.96]
[01:10.47]Dream catch me, yea
[01:14.47]Dream catch me when I fall
[01:20.29]Or else I won't come back at all
[01:23.28]
[01:25.15]You do so much
[01:33.06]That you don't know
[01:37.98]It's true
[01:41.25]And I know now
[01:44.99]Who I am
[01:51.90]
[01:52.53]Yea yea yea
[01:57.04]And I know now
[02:02.38]
[02:03.30]There's a place I go
[02:05.26]When I'm alone
[02:07.41]Do anything I want
[02:09.26]Be anyone I wanna be
[02:11.54]But it is us I see
[02:14.06]And I cannot believe I'm fallin
[02:18.93]That's where I'm goin
[02:20.99]Where are you goin
[02:23.71]Hold it close won't let this go
[02:27.32]
[02:27.77]Dream catch me, yea
[02:31.69]Dream catch me when I fall
[02:37.64]Or else I won't come back at all
[02:39.15]
[02:39.63]See you as a mountain
[02:41.66]A fountain of God
[02:43.52]See you as as a descant soul
[02:46.46]in the setting sun
[02:48.45]You as the sound
[02:49.86]As the
[02:51.21]
[02:53.27]I'm young
[02:56.39]
[02:58.31]There's a place I go
[03:00.17]When I'm alone
[03:02.24]Do anything I want
[03:03.99]Be anyone I wanna be
[03:06.35]But it is us I see
[03:08.98]And I cannot believe I'm fallin
[03:13.41]
[03:13.75]There's a place I go
[03:16.49]When I'm alone
[03:18.53]Do anything I want
[03:20.63]Be anyone I wanna be
[03:22.68]But it is us I see
[03:25.47]And I cannot believe I'm fallin
[03:30.16]That's where I'm goin
[03:32.18]Where are you goin
[03:34.66]Hold it close won't let this go
[03:38.54]
[03:38.82]Dream catch me, yea
[03:42.94]Dream catch me when I fall
[03:48.80]Or else I won't come back at all
[03:52.70]
",happy
29,1oSmMZfuhctJjbrn3joJKc,spotify:track:1oSmMZfuhctJjbrn3joJKc,But For Now,Jamie Cullum,235533,False,5,2004-01-01,42,0.334,0.125,3,-13.822,0.0348,0.914,0.000296,0.152,0.323,1,173.272,"[00:14.53]Sure I know you like to have me
[00:18.19]Talk about my future
[00:21.29]And a million words or so to fill you
[00:24.55]in about my past
[00:27.19]
[00:29.21]Have I sisters or a brother
[00:33.07]When's my birthday how my mother
[00:36.77]Well my dear in time I'll answer all
[00:40.37]those things you ask
[00:43.76]
[00:44.67]But for now I'll just say I love you
[00:53.25]Nothing more seems important somehow
[01:01.05]And tomorrow can wait come whatever
[01:09.06]Let me love you forever but right now
[01:16.24]Right now
[01:17.54]
[01:30.48]Some fine day when we go walking
[01:34.75]We‘ll take time for idle talking
[01:38.23]Sharing every feeling as we
[01:41.90]watch each other smile
[01:43.78]
[01:45.72]I'll hold your hand you'll hold my hand
[01:50.07]We'll say things we never had planned
[01:53.89]Then we'll get to know each other
[01:57.23]in a little while
[01:59.53]
[02:01.93]But for now let me say I love you
[02:10.57]Later on there'll be time for so much more
[02:18.23]But for now meaning now and forever
[02:26.26]Let me kiss you my darling then once more
[02:33.55]Once more
[02:35.85]
[03:01.66]But for now let me say I love you
[03:10.07]Later on I must know much more of you
[03:17.60]But for now here and now how I love you
[03:25.43]As you are in my arms I love you
[03:33.17]I love you
[03:36.53]I love you
[03:42.25]
",relaxed
92,4msTarF5wOAODhGbsAiH4I,spotify:track:4msTarF5wOAODhGbsAiH4I,Curl up and Die,Relient K,248360,False,8,2008-07-01,34,0.23,0.544,5,-6.256,0.0285,0.348,0.0,0.131,0.332,0,82.683,"[00:17.30]Is not quite what it could've been
[00:22.02]As were most of all the days before
[00:28.99]But I swear today
[00:31.76]With every breath I'm breathing in
[00:36.32]I'll be trying to make it so much more
[00:41.21]
[00:43.31]Cuz the scene it gets so horrible
[00:47.24]The history and what's gone wrong
[00:50.71]And the hope of a new day
[00:52.61]Is sometimes hard to see (what you see)
[00:58.01]And though I'm finally catching onto it
[01:01.72]And now the past is just a conduit
[01:04.84]And the life that I have
[01:06.43]The end is where I'll be
[01:10.03]
[01:11.26]Cuz I'm on the up and up
[01:15.50]I'm on the up and up
[01:18.78]And I haven't given up
[01:21.08]Given up on what
[01:23.35]What I've gained from love
[01:26.46]And I'm on the up and up
[01:30.18]Yeah there's nothing left to prove
[01:34.20]Cuz I'm just trying to be
[01:35.99]A better version of me
[01:37.57]For you
[01:39.22]A better version of me
[01:40.97]For you
[01:42.41]
[01:55.73]Now I have
[01:58.31]...............
[02:22.39]
[02:25.16]But I'm finally catching onto it
[02:29.31]And now the past is just a conduit
[02:32.47]Right there at the end
[02:34.30]Is where I'll be
[02:37.21]
[02:38.15]Cuz I'm on the up and up
[02:42.42]I'm on the up and up
[02:46.10]And I haven't given up
[02:48.25]Given up on what
[02:50.33]What I've gained from love
[02:53.03]And I'm on the up and up
[02:57.28]There's nothing left to prove
[03:00.52]Cuz I'm just trying to be
[03:03.25]A better version of me
[03:04.52]For you
[03:06.26]A better version of me
[03:07.98]For you
[03:09.14]
[03:09.62]You never cease
[03:11.12]To supply me with
[03:12.97]What I need
[03:14.59]For a good life
[03:16.39]So when I'm down
[03:17.46]I'll hold my head up high
[03:19.69]Cuz you're the reason why
[03:21.40]
[03:21.96]I'm on the up and up
[03:25.83]I'm on the up and up
[03:29.04]And I haven't given up
[03:31.38]Given up on what
[03:33.63]What I've gained from love
[03:36.37]And I'm on the up and up
[03:40.41]Now there's nothing left to prove
[03:44.51]Cuz I'm just trying to be
[03:46.53]A better version of me
[03:47.80]For you
[03:48.75]Trying to be a better version of me for you
[03:52.23]Trying to be a better version of me for you
[03:57.63]
",happy
55,6gcGqslzlXlwt4UCjXxrgN,spotify:track:6gcGqslzlXlwt4UCjXxrgN,The Unnamed Feeling,Metallica,427893,False,9,2003-06-05,35,0.469,0.915,8,-5.235,0.0643,0.000826,0.00421,0.11,0.441,1,140.421,"[01:00.53](Been here before, Been here before
[01:03.57]Been here before, Been here before)
[01:07.19]
[01:08.84](Been here before, Been here before)
[01:12.08]
[01:21.84]Been here before couldn't say i liked it
[01:25.50]Do i start writing all this down?
[01:30.48]Just let me plug you into my world
[01:34.04]Can't you help me be uncrazy?
[01:38.43]
[01:39.35]Name this for me, heat the cold air
[01:42.52]Take the chill off of my life
[01:45.91]And if i could i'd turn my eyes
[01:49.05]To look inside to see what's comin'
[01:54.52]It comes alive
[01:56.16]It comes alive
[01:57.84]It comes alive
[01:59.32]And i die a little more
[02:01.16]It comes alive
[02:02.65]It comes alive
[02:04.42]It comes alive
[02:05.98]Each moment here i die a little more
[02:12.32]Ooh i die, i die, i die a little more
[02:17.61]
[02:18.36]Then the unnamed feeling
[02:21.60]It comes alive
[02:26.80]Then the unnamed feeling
[02:30.27]Takes me away
[02:32.76](Been here before, Been here before
[02:35.73]Been here before, Been here before)
[02:39.34]
[02:40.92](Been here before, Been here before)
[02:44.11]
[02:45.73]I'm frantic in your soothing arms
[02:48.58]I can not sleep in this down filled world
[02:54.06]I've found safety in this loneliness
[02:56.99]But i can not stand it anymore
[03:02.54]Cross my heart hope not to die
[03:05.92]Swallow evil, ride the sky
[03:09.38]Lose myself in a crowded room
[03:12.53]You fool, you fool, it will be here soon
[03:18.07]It comes alive
[03:19.47]It comes alive
[03:21.21]It comes alive
[03:22.51]And i die a little more
[03:24.76]It comes alive
[03:26.05]It comes alive
[03:27.97]It comes alive
[03:29.55]Each moment here i die a little more
[03:35.74]Ooh i die, i die, i die a little more
[03:40.68]
[03:41.56]Then the unnamed feeling
[03:45.06]It comes alive
[03:49.97]Then the unnamed feeling
[03:53.76]Treats me this way
[03:58.42]And i wait for this train
[04:01.90]Toes over the line
[04:06.89]And then the unnamed feeling
[04:10.40]Takes me away, it takes me...
[04:16.51]
[04:17.47]Then the unnamed feeling
[04:20.81]It comes alive
[04:25.74]Then the unnamed feeling
[04:29.34]Takes me away
[04:32.41]yeah, it takes me away
[04:38.04]
[04:55.40]Get the fuck out of here I just
[04:58.46]wanna get the fuck away from me
[05:02.45]I rage, i glaze, i hurt, i hate
[05:06.06]I hate it all, why? Why? Why me?
[05:09.39]I cannot sleep with a head like this
[05:12.74]I wanna cry, I wanna scream
[05:16.08]I rage, i glaze, i hurt, i hate
[05:19.44]I wanna hate it all away...
[05:23.83]
[06:10.96]Then the unnamed feeling
[06:14.45]It comes alive
[06:19.34]Then the unnamed feeling
[06:22.96]Treats me this way
[06:27.95]And i wait for this train
[06:31.12]Toes over are the line
[06:36.45]And then the unnamed feeling
[06:40.17]Takes me away, yeah takes me away
[06:48.74]Then the unnamed feeling
[06:50.14]It comes alive
[06:54.95]Then the unnamed feeling
[06:58.76]Takes me away
[07:04.56]
",angry
