,id,title,all_artists,popularity,release_date,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,lyrics,sentiment
10,3RUi4rBDYospTGr92P7Xin,Call My Name,Lukas Graham,51,2021-09-17,0.664,0.396,10,-7.237,1,0.187,4.03e-05,0.11,0.36,166.058,201179,3,"Call My Name Lyrics[Verse 1]
It's true, you're there for everybody else
And you forget to think about yourself
And I know that you're doing fine on your own
But this life can get hard sometimes when you feel alone

[Chorus]
So if you need a friend
Someone to hold your hand
Call my name
And I won't be far away
Don't matter when or where
Just know that I'll be right there
Call my name
'Cause I won't be far away
Just call my name
[Verse 2]
It's true, time can get the best of us
And we just never seem to havе enough
But you don't have to fight all thesе fights all on your own
And if life ever gets too much, you can always come home, mhm

[Chorus]
So if you need a friend
Someone to hold your hand
Call my name
And I won't be far away
Don't matter when or where
Just know that I'll be right there
Call my name
'Cause I won't be far away
Just call my name

[Bridge]
I'll be there for you
Call my name
I'll be there for you
Just call my name
I'll be there
And I won't be far way
Just call my name
I'll be there for you
Call my name
I'll be there for you
Call my name
I'll be there
'Cause I won't be far way
You might also like[Outro]
So if you need a friend
Someone to hold your hand
Call my name
And I won't be far away
Just call my nameEmbed",relaxed
11,0o9MIPIGM8svRpfdQGTvUX,Armor,Landon Austin,55,2014-04-15,0.528,0.687,8,-6.268,0,0.157,0.0,0.0997,0.312,155.953,212066,4,"Armor Lyrics[Verse 1]
I'm not bullet proof when it comes to you
Don't know what to say when you made me the enemy
After the war is won
There's always the next one
I'm not bullet proof when it comes to you

[Pre-Chorus]
Maybe I'll crash into you
Maybe we would open up these wounds
We're only alive if we bruise
So I lay down this armor
I will surrender tonight
Before we both lose this fight
Take my defenses
All my defenses
[Chorus]
I lay down this armor
I lay down this armor
I lay down this armor for you

[Verse 2]
I do what it takes to make this right
But, we got to stop before the regret
After the war is won
There's always the next one
I'll do what it takes to make this right

[Pre-Chorus]
Maybe I'll crash into you
Maybe we would open up these wounds
We're only alive if we bruise
So I lay down this armor
I will surrender tonight
Before we both lose this fight
Take my defenses
All my defenses

[Chorus]
I lay down this armor
I lay down this armor
I lay down this armor for you
You might also like[Bridge]
I'll be you escape
I'll be your safe place
I'll be your shelter
Your shelter, yeah
I'll be you escape
I'll be your safe place
I'll be your shelter
Your shelter, yeah

[Pre-Chorus]
Maybe I'll crash into you
Maybe we would open up these wounds
We're only alive if we bruise
So I lay down this armor
I will surrender tonight
Before we both lose this fight
Take my defenses
All my defenses

[Chorus]
I lay down this armor
I lay down this armor
I lay down this armor for you
I lay down this armor for you7Embed",happy
12,1TEjSXPdAakDotj2Wji3PU,Hot N Cold,Katy Perry,72,2008-06-17,0.706,0.841,7,-3.956,1,7.95e-05,0.0,0.0688,0.861,132.032,220227,4,"Hot N Cold Lyrics[Verse 1]
You change your mind like a girl changes clothes
Yeah, you PMS like a bitch, I would know
And you overthink, always speak cryptically
I should know that you're no good for me

[Chorus]
'Cause you're hot, then you're cold
You're yes, then you're no
You're in, then you're out
You're up, then you're down
You're wrong when it's right
It's black and it's white
We fight, we break up
We kiss, we make up
[Post-Chorus]
(You) You don't really wanna stay, no
(You) But you don't really wanna go, oh
You're hot, then you're cold
You're yes, then you're no
You're in, then you're out
You're up, then you're down

[Verse 2]
We used to be just like twins, so in sync
The same energy now's a dead battery
Used to laugh (Used to laugh) 'bout nothing ('Bout nothing)
Now you're plain (Now you're plain) boring (Boring)
I should know (I should know)
That you're not gonna change

[Chorus]
'Cause you're hot, then you're cold
You're yes, then you're no
You're in, then you're out
You're up, then you're down
You're wrong when it's right
It's black and it's white
We fight, we break up
We kiss, we make up
You might also like[Post-Chorus]
(You) You don't really wanna stay, no (Oh)
(You) But you don't really wanna go, oh (Oh)
You're hot, then you're cold
You're yes, then you're no
You're in, then you're out
You're up, then you're down (You)

[Bridge]
Someone call the doctor
Got a case of a love bipolar
Stuck on a roller coaster
Can't get off this ride

[Breakdown]
You change your mind like a girl changes clothes

[Chorus]
'Cause you're hot, then you're cold
You're yes, then you're no
You're in, then you're out
You're up, then you're down
You're wrong when it's right (Right)
It's black and it's white
We fight, we break up
We kiss, we make up
You're hot, then you're cold
You're yes, then you're no
You're in, then you're out
You're up, then you're down (Ah, ah)
You're wrong when it's right
It's black and it's white
We fight, we break up (Ah, ah)
We kiss, we make up
[Post-Chorus]
(You) You don't really wanna stay, no (Oh)
(You) But you don't really wanna go, oh (Oh)
You're hot, then you're cold (Cold)
You're yes, then you're no (No)
You're in, then you're out
You're up, then you're down30Embed",angry
13,0NPRq1Ti6JYKOqSyiVYWZT,Back from the Edge,James Arthur,52,2016-10-28,0.486,0.726,7,-4.441,0,0.091,0.0,0.122,0.474,73.102,234147,4,"Back from the Edge Lyrics[Chorus]
Back from the edge
Back from the dead
Back before demons took control of my head
Back to the start
Back to my heart
Back to the boy who would reach for the stars
Oh, he would reach for the stars, yeah

[Verse 1]
You can take my home, you can take my clothes
You can take the drugs I have that nobody knows
You can take my watch, you can take my phone
You can take all I've got 'til I'm skin and bone
I don't want control, I can dig my own hole
I can make my bed and I can lie in it cold
[Pre-Chorus]
'Cause I don't need heat, I've been burnin' in hell
But now I'm back with my own story to tell

[Chorus]
Back from the edge
Back from the dead
Back before demons took control of my head
Back to the start
Back to my heart
Back to the boy who would reach for the stars
Oh, back from the edge
Back from the dead
Back from the tears that were too easily shed
Back to the start
Back to my heart
Back to the boy who would reach for the stars
Who would reach for the stars, yeah

[Verse 2]
They don't like my lines, they don't like my songs
Except in karaoke when they're singing along
Did you see them build me up? Watch me tear myself down
With a smile on my face, I dug my grave in the ground
We all make mistakes, we're so quick to judge
It's hard to forgive when we hold onto a grudge
You might also like[Pre-Chorus]
So turn down the heat, I've been burnin' in hell
But now I'm back with my own story to tell

[Chorus]
Back from the edge
Back from the dead
Back before demons took control of my head
Back to the start
Back to my heart
Back to the boy who would reach for the stars
Oh, back from the edge
Back from the dead
Back from the tears that were too easily shed
Back to the start
Back to my heart
Back to the boy who would reach for the stars
Who would reach for the stars, yeah

[Bridge]
I don't want control, I can dig my own hole
I can make my bed and I can lie in it cold
'Cause I don't need heat, I've been burnin' in hell
But now I'm back with my own story to tell

[Chorus]
Back from the edge
Back from the dead
Back before demons took control of my head
Back to the start
Back to my heart
Back to the boy who would reach for the stars
Oh, back from the edge
Back from the dead
Back from the tears that were too easily shed
Back to the start
Back to my heart
Back to the boy who would reach for the stars
Who would reach for the stars, yeah3Embed",angry
14,5w7wuzMzsDer96KqxafeRK,COPYCAT,Billie Eilish,73,2017-12-22,0.679,0.388,4,-10.977,0,0.353,9.25e-05,0.341,0.234,124.909,194711,4,"COPYCAT Lyrics[Verse 1]
Don't be cautious, don't be kind
You committed, I'm your crime
Push my button anytime
You got your finger on the trigger, but your trigger finger's mine

[Verse 2]
Silver dollar, golden flame
Dirty water, poison rain
Perfect murder, take your aim
I don't belong to anyone, but everybody knows my name
[Pre-Chorus]
By the way, you've been uninvited
'Cause all you say are all the same things I did

[Chorus]
Copycat tryna cop my manner
Watch your back when you can't watch mine
Copycat tryna cop my glamour
Why so sad, bunny? Can't have mine

[Verse 3]
Call me calloused, call me cold
You're italic, I'm in bold
Call me cocky, watch your tone
You better love me, 'cause you're just a clone

[Pre-Chorus]
By the way, you've been uninvited
'Cause all you say are all the same things I did

[Chorus]
Copycat tryna cop my manner
Watch your back when you can't watch mine
Copycat tryna cop my glamour
Why so sad, bunny? Can't have mine
You might also like[Bridge]
Mine
I would hate to see you go
Hate to be the one that told you so
You just crossed the line
You've run out of time
I'm so sorry, now you know
Sorry I'm the one that told you so
Sorry, sorry, I'm sorry, sorry
Psych

[Pre-Chorus]
By the way, you've been uninvited
'Cause all you say are all the same things I did

[Chorus]
Copycat tryna cop my manner
Watch your back when you can't watch mine
Copycat tryna cop my glamour
Why so sad, bunny? Can't have mine170Embed",angry
15,76hfruVvmfQbw0eYn1nmeC,Cake By The Ocean,DNCE,81,2016-11-18,0.774,0.753,4,-5.446,0,0.152,0.0,0.0371,0.896,119.002,219147,4,"Cake by the Ocean Lyrics[Intro]
Nah, nah, nah
Cake by the ocean

[Verse 1]
Oh no
See you walkin' 'round like it's a funeral
Not so serious girl, why those feet cold?
We just gettin' started, don't you tiptoe, tiptoe, ah

[Pre-Chorus]
Waste time with a masterpiece, don't waste time with a masterpiece (Huh)
You should be rollin' with me, you should be rollin' with me (Ah-ah-ah)
You're a real-life fantasy, you're a real-life fantasy (Huh)
But you're movin' so carefully, let's start livin' dangerously
[Chorus]
Talk to me, baby
I'm goin' blind from this sweet, sweet cravin', whoa-oh
Let's lose our minds and go fucking crazy
I-I-I-I-I, I keep on hopin' we'll eat cake by the ocean, uh
Walk for me, baby
I'll be Diddy, you'll be Naomi, whoa-oh
Let's lose our minds and go fucking crazy
I-I-I-I-I, I keep on hopin' we'll eat cake by the ocean, uh

[Verse 2]
Goddamn
See you lickin' frostin' from your own hands
Want another taste, I'm beggin', ""Yes, ma'am""
I'm tired of all this candy on the dry land, dry land, ooh (Uh, ah)

[Pre-Chorus]
Waste time with a masterpiece, don't waste time with a masterpiece (Huh)
You should be rollin' with me, you should be rollin' with me (Ah-ah-ah)
You're a real-life fantasy, you're a real-life fantasy (Huh)
But you're movin' so carefully, let's start livin' dangerously (Whoa-oh-oh-oh)

[Chorus]
Talk to me, baby
I'm goin' blind from this sweet, sweet cravin', whoa-oh
Let's lose our minds and go fucking crazy
I-I-I-I-I, I keep on hopin' we'll eat cake by the ocean, uh
Walk for me, baby (Walk for me now)
I'll be Diddy, you'll be Naomi, whoa-oh
Let's lose our minds and go fucking crazy
I-I-I-I-I, I keep on hopin' we'll eat cake by the ocean, uh
You might also like[Bridge]
Ooh, ah, ah
I-I-I-I-I, I keep on hopin' we'll eat cake by the ocean, uh
Ooh, ah, ah
I-I-I-I-I, I keep on hopin' we'll eat cake by the ocean, uh (Oh, hey)

[Refrain]
You're fuckin' delicious, haha
Talk to me, girl (Hey)

[Chorus]
Talk to me, baby (Talk to me, baby, hey)
I'm goin' blind from this sweet, sweet cravin', whoa-oh (Whoa-oh)
Let's lose our minds and go fucking crazy (Crazy)
I-I-I-I-I (Ah), I keep on hopin' we'll eat cake by the ocean, uh (Hey)
Walk for me, baby (Walk for me now)
I'll be Diddy, you'll be Naomi, whoa-oh
Let's lose our minds and go (And go what?) fucking crazy (That's right)
I-I-I-I-I, I keep on hopin' (Alright), we'll eat cake by the ocean, uh (Aw, yeah)

[Outro]
Red velvet, vanilla, chocolate in my life
Funfetti (Oh), I'm ready (Oh), I need it every night (Hey)
Red velvet, vanilla, chocolate in my life (Oh)
I-I-I-I-I keep on hopin' we'll eat cake by the ocean52Embed",happy
16,2P91MQbaiQOfbiz9VqhqKQ,I Like Me Better,Lauv,82,2018-05-31,0.752,0.505,9,-7.621,1,0.535,2.55e-06,0.104,0.419,91.97,197437,4,"I Like Me Better Lyrics[Verse 1]
To be young and in love in New York City
To not know who I am but still know that I'm good long as you're here with me
To be drunk and in love in New York City
Midnight into morning coffee, burnin' through the hours talking
Damn

[Chorus]
I like me better when I'm with you
I like me better when I'm with you
I knew from the first time, I'd stay for a long time, 'cause
I like me better when, I like me better when I'm with you
[Verse 2]
I don't know what it is but I got that feelin'
Wakin' up in this bed next to you swear the room, yeah, it got no ceiling
If we lay, let the day just pass us by
I might get to too much talking, I might have to tell you somethin'
Damn

[Chorus]
I like me better when I'm with you
I like me better when I'm with you
I knew from the first time, I'd stay for a long time, 'cause
I like me better when, I like me better when I'm with you

[Bridge]
Stay awhile, stay awhile
Stay here with me
Stay awhile, stay awhile, oh
Stay awhile, stay awhile
Stay here with me
Lay here with me, ooh

[Chorus]
I like me better when I'm with you (Yes I do, yes I do, babe)
I like me better when I'm with you (Oooh noo)
I knew from the first time, I'd stay for a long time, 'cause
I like me better when, I like me better when I'm with you
You might also like[Outro]
(I like me, I like me)
(Look who you made me, made me, oh noo)
Better when
I like me better when I'm with you97Embed",happy
17,3agFpBb8vzrMVSqTEMLTBa,Virtually,Caity Baser,47,2022-01-28,0.581,0.266,0,-7.815,1,0.799,0.0,0.0705,0.183,129.962,227308,4,"Virtually LyricsIt's alright if now's not the time
Because I'll wait for you
You're on my mind every single night
You're in my dreams too

I'm going through all of our old texts and voicenotes
I'm listening to the songs that you sent on my headphones
Yeah, it's alright if now's not the time
Because I'll wait for you

I know you own my heart
So why're we worlds apart?
If it's not meant to be
How come I see you when I fall asleep?
I'm reading what you said to me
I'm holding you so tight but virtually

I drive around every single night
Hoping that I'll find the answer
Thought it'd calm me down
But never mind 'cause my heart's only beating faster

I'm thinking of everything that i told you
And going back on all of the things that we went through
I drive around but I don't know why
'Cause you're the only answer

And I know you own my heart
So why're we worlds apart?
If it's not meant to be
How come I see you when I fall asleep?

I'm reading what you said to me
I'm holding you so tight but virtually

It's hard letting go
When you're all that I've known
Yeah, you made yourself a part of me

They said now's not the time
I'm not yours, you're not mine
Even though you are like family
You might also likeAnd they went through the ice
And although it could walk
I had to choose between you and me

But I cannot sleep cause you're all that I see
And I lay awake thinking what we could be

I know you own my heart
So why're we worlds apart?
If it's not meant to be
How come I see you when I fall asleep?

I'm reading what you said to me
I'm holding you so tight but virtually

'Cause I know you own my heart
So why're we worlds apart?
If it's not meant to be
How come I see you when I fall asleep?

I'm reading what you said to me
I'm holding you so tight...Embed",sad
18,0KmgJyW4GDgonqsoyx0CZ3,Astronomy,Conan Gray,71,2021-05-07,0.471,0.335,4,-8.767,0,0.593,2.11e-05,0.297,0.111,145.252,243907,3,"Astronomy Lyrics[Verse 1]
We drive through the woods, rich neighborhoods to watch
We joked as we looked that they were too good for us
'Cause socially speaking, we were the same
With runaway fathers and mothers who drank
A tale old as time, young love don't last for life
And now I know, now I know
It's time to go, it's time to go

[Chorus]
We've traveled the seas, we've ridden the stars
We've seen everything from Saturn to Mars
As much as it seems like you own my heart
It's astronomy, we're two worlds apart
[Post-Chorus]
(It's astronomy) We're two worlds apart
(It's astronomy) We're two worlds apart

[Verse 2]
From far away, I wish I'd stayed with you
But here, face to face, a stranger that I once knew
I thought if I wandered, I'd fall back in love
You said distance brings fondness, but guess not with us
The only mistake that we didn't make was run
(Now look what we've done)

[Chorus]
We've traveled the seas, we've ridden the stars
We've seen everything from Saturn to Mars
As much as it seems like you own my heart
It's astronomy, we're two worlds apart

[Post-Chorus]
(It's astronomy) We're two worlds apart

[Bridge]
Stop tryna keep us alive
You're pointing at stars in the sky
That already died
Stop tryna keep us alive
You can't force the stars to align
When they've already died
Oh, we've died, ooh
You might also like[Chorus]
Oh, we've traveled the seas, we've ridden the stars
We've seen everything from Saturn to Mars
As much as it seems like you own my heart
It's astronomy, we're two worlds apart42Embed",relaxed
19,6R6ux6KaKrhAg2EIB2krdU,Without You,Parachute,60,2016-01-15,0.564,0.864,4,-5.121,1,0.0761,0.0,0.182,0.534,95.984,228933,4,"Without You Lyrics[Intro: Gospel Choir Vocals]
(1, 2, 3, go)
Woah
I'm never going without you, no
I'm never going without you

[Verse 1: Will Anderson]
I try to fight it
But every time it's like a brand new car
Or a drug and you know you're gonna try it
When they tell you that you can't do that
But you will and you know you're gonna like it
[Pre-Chorus: Will Anderson]
When you light a flame it grows
If you set a bomb it's gonna blow
When I see your pretty little face that I want to know that

[Chorus: Will Anderson]
I don't want to fall asleep without you
(I don't want to fall asleep without you)
I don't want to take one breath without you
(I don't want to take one breath without you)
I don't even know one thing about you
But give me everything about you
It's only been a moment, it's true
But I could never live this life without you

[Post-Chorus: Gospel Choir Vocals]
Woah
I'm never going without you, no
I'm never going without you

[Verse 2: Will Anderson]
You give me one look
And I'll be on one knee with the plastic ring
God, and I don't even know you
Yeah, we could run this back one million times
But it's no use
I'll keep falling too fast
Why do I only want what I don't have?
You might also like[Chorus: Will Anderson, Gospel Choir Vocals]
Like
I don't want to fall asleep without you
(Never without you)
I don't want to take one breath without you
(Never without you)
I don't even know one thing about you
But give me everything about you
It's only been a moment, it's true
But I could never live this life without you
I could never live without you

[Bridge: Will Anderson, Gospel Choir Vocals]
It doesn't matter where I go
Doesn't matter if I run
We were always gonna get too close
We were always gonna fall in love
It doesn't matter where I go
Doesn't matter if I run
We were always gonna get too close
We were always gonna fall in love

I don't want to fall asleep without you
I don't want to take one breath without you
Oh and I don't even know one thing about you
But give me everything about you
[Chorus: Will Anderson]
I know that I don't want to fall asleep without you
(Never without you)
I don't want to take one breath without you
(Never without you)
I don't even know one thing about you
But give me everything about you
It's only been a moment, it's true
(Only been a moment, it's true)
But I could never live this life without you
I could never live without you

[Gospel Choir Vocals, Will Anderson]
Doesn't matter where I go
Doesn't matter if I run
If I run
We were always gonna get too close
We were always gonna fall in love

[Chorus: Will Anderson]
I don't even know one thing about you
But give me everything about you
It's only been a moment, it's true, yeah
But I could never live this life without you

[Gospel Choir Vocals]
Never without you

[Will Anderson - Solo]
I don't wanna live this life without you3Embed",happy
20,0KAiuUOrLTIkzkpfpn9jb9,Drive By,Train,77,2012-04-17,0.765,0.837,1,-3.113,0,0.00107,1.06e-05,0.0801,0.721,122.028,195973,4,"Drive By Lyrics[Verse 1]
On the other side of a street I knew
Stood a girl that looked like you
I guess that's déjà vu
But I thought this can't be true
'Cause you moved to west L.A. or New York or Santa Fe
Or wherever to get away from me

[Pre-Chorus]
Oh, but that one night
Was more than just right
I didn't leave you 'cause I was all through
Oh, I was overwhelmed, and frankly, scared as hell
Because I really fell for you
[Chorus]
Oh, I swear to you
I'll be there for you
This is not a drive by
Just a shy guy looking for a 2-ply
Hefty bag to hold my love
When you move me, everything is groovy
They don't like it, sue me
Mm, the way you do me
Oh, I swear to you
I'll be there for you
This is not a drive by

[Verse 2]
On the up side of a downward spiral
My love for you went viral
And I loved you every mile you drove away
But now, here you are again
So, let's skip the ""How you been?""
And get down to the ""more than friends"" at last

[Pre-Chorus]
Oh, but that one night was still the highlight
I didn't need you until I came to
And I was overwhelmed, and frankly, scared as hell
Because I really fell for you
You might also like[Chorus]
Oh I swear to you
I'll be there for you
This is not a drive by
Just a shy guy looking for a 2-ply
Hefty bag to hold my love
When you move me, everything is groovy
They don't like it, sue me
Mm, the way you do me
Oh, I swear to you
I'll be there for you
This is not a drive by

[Bridge]
Please believe that when I leave
There's nothing up my sleeve but love for you
And a little time to get my head together too

[Breakdown]
On the other side of a street I knew
Stood a girl that looked like you
I guess that's déjà vu
But I thought this can't be true
'Cause...

[Chorus]
Oh, I swear to you
I'll be there for you
This is not a drive by
Just a shy guy looking for a 2-ply
Hefty bag to hold my love
When you move me, everything is groovy
They don't like it, sue me
Mm, the way you do me
Oh, I swear to you
I'll be there for you
This is not a drive by29Embed",happy
21,5DqdesEfbRyOlSS3Tf6c29,It's You,Ali Gatie,79,2019-11-08,0.732,0.463,11,-6.972,0,0.374,0.0,0.194,0.397,95.971,212607,4,"It’s You Lyrics[Chorus]
It's you, it's always you
If I'm ever gonna fall in love, I know it's gon' be you
It's you, it's always you
Met a lot of people, but nobody feels like you
So please don't break my heart, don't tear me apart
I know how it starts, trust me, I've been broken before
Don't break me again, I am delicate
Please don't break my heart, trust me, I've been broken before

[Verse 1]
I've been broken, yeah, I know how it feels
To be open and then find out your love isn't real
I'm still hurting, yeah, I'm hurting inside
I'm so scared to fall in love, but if it's you, then I'll try
[Chorus]
It's you, it's always you
If I'm ever gonna fall in love, I know it's gon' be you
It's you, it's always you
Met a lot of people, but nobody feels like you
So please don't break my heart, don't tear me apart
I know how it starts, trust me, I've been broken before
Don't break me again, I am delicate
Please don't break my heart, trust me, I've been broken before

[Verse 2]
I know I'm not the best at choosing lovers (Oh)
We both know my past speaks for itself (For itself)
If you don't think that we're right for each other (Baby, no)
Then please don't let history repeat itself
'Cause I want you, yeah, I want you, yeah
There's nothing else I want
'Cause I want you, yeah, I want you, yeah
And you're the only thing I want

[Chorus]
It's you, it's always you
If I'm ever gonna fall in love, I know it's gon' be you
It's you, it's always you
Met a lot of people, but nobody feels like you
So please don't break my heart, don't tear me apart
I know how it starts, trust me, I've been broken before
Don't break me again, I am delicate
Please don't break my heart, trust me, I've been broken before
You might also like[Outro]
Baby, I want you, baby, I want you
Baby, I want you, baby, I want you
Baby, I want you, baby, I want you
You, you, 'cause I want you
Baby, I want you, baby, I want you
Baby, I want you, baby, I want you
Baby, I want you, baby, I want you
You, you60Embed",relaxed
22,1Pmp486RrLRkaEkE3HFHXP,Who's Laughing Now,Ava Max,68,2020-09-18,0.648,0.641,7,-5.521,1,0.00565,3.63e-06,0.109,0.505,184.021,180348,4,"Who’s Laughing Now Lyrics[Verse 1]
Never knew the sting of a stranger
Never felt the words like a razor
But I won't give a damn 'bout it later
All the little digs doesn't matter
Writin' down a brand new chapter
Where there's only love, never anger

[Pre-Chorus]
So lonely in your bed
Does breakin' me make you feel good?
Guess you don't understand
What goes around, comes around
[Chorus]
Don't ya know that I'm stronger?
Don't ya see me in all black?
Don't ya cry like a baby
Ha-ha-ha-ha, ha-ha-ha
Who's laughing now?
Know that it's over
Don't ya know I won't call back?
Don't ya cry like a baby
Ha-ha-ha-ha, ha-ha-ha
Who's laughing now?

[Verse 2]
You'll never see me blue, never bleedin'
Hope you understand how I'm feelin'
I'm turnin' off my phone like I'm leaving (Bye)
Pushed me to the edge, now it's over
Shuttin' off the hate, gettin' closure
This will be the dust when I'm older

[Pre-Chorus]
So lonely in your bed
Does breakin' me make you feel good?
Guess you don't understand
What goes around, comes around
You might also like[Chorus]
Don't ya know that I'm stronger?
Don't ya see me in all black?
Don't ya cry like a baby
Ha-ha-ha-ha, ha-ha-ha
Who's laughing now?
Know that it's over
Don't ya know I won't call back?
Don't ya cry like a baby
Ha-ha-ha-ha, ha-ha-ha
Who's laughing now?

[Post-Chorus]
Ha-ha-ha-ha, ha-ha-ha-ha-ha
Ha-ha-ha-ha, ha-ha-ha
Who's laughing now?

[Bridge]
It's comical, hysterical
So ridiculous, think you messed me up

[Chorus]
Don't ya know that I'm stronger?
Don't ya see me in all black?
Don't ya cry like a baby (Oh)
Ha-ha-ha-ha, ha-ha-ha
Who's laughing now?
Know that it's over
Don't ya know I won't call back? (Call back)
Don't ya cry like a baby
Ha-ha-ha-ha, ha-ha-ha
Who's laughing now?15Embed",happy
